Respondent,OpenSource,Hobby,ConvertedSalary,CommunicationTools,LanguageWorkedWith,OperatingSystem,CompanySize,Country
Respondente_1680,No,No,951999.9999999999,Jira,C#,Windows,,United States
Respondente_1681,No,No,869400.0,Office / productivity suite ,C#,Windows,100 to 499 employees,United States
Respondente_1682,No,Yes,175016.8,Other chat system ,C#,Windows,"10,000 or more employees",United Kingdom
Respondente_1683,No,Yes,222527.19999999998,nan,nan,,,Turkey
Respondente_1684,No,Yes,392000.0,Office / productivity suite ,C++,Windows,100 to 499 employees,United States
Respondente_1685,No,No,784000.0,Confluence,C#,Windows,100 to 499 employees,United States
Respondente_1686,No,No,12880.0,nan,Java,Linux-based,Fewer than 10 employees,United Kingdom
Respondente_1687,No,Yes,672000.0,Confluence,C,Windows,100 to 499 employees,United States
Respondente_1688,Yes,Yes,302400.0,Confluence,JavaScript,MacOS,"1,000 to 4,999 employees",Ukraine
Respondente_1689,No,Yes,0.0,nan,nan,,,India
Respondente_1690,No,Yes,53491.2,Slack,Java,Linux-based,,Slovakia
Respondente_1691,Yes,Yes,0.0,nan,nan,,,United States
Respondente_1692,No,No,98716.79999999999,Slack,JavaScript,MacOS,Fewer than 10 employees,France
Respondente_1693,Yes,Yes,728000.0,Confluence,nan,,"1,000 to 4,999 employees",United States
Respondente_1694,No,Yes,308000.0,Office / productivity suite ,C++,Windows,20 to 99 employees,United States
Respondente_1695,Yes,Yes,8400.0,Facebook,C,Linux-based,Fewer than 10 employees,Brazil
Respondente_1696,No,Yes,0.0,Confluence,C++,Windows,"5,000 to 9,999 employees",India
Respondente_1697,Yes,Yes,126268.79999999999,Slack,Java,MacOS,20 to 99 employees,India
Respondente_1698,No,Yes,308420.0,Google Hangouts/Chat,Java,MacOS,"1,000 to 4,999 employees",Germany
Respondente_1699,Yes,No,0.0,nan,nan,,Fewer than 10 employees,Germany
Respondente_1700,No,No,205632.0,Facebook,Java,Windows,10 to 19 employees,France
Respondente_1701,No,Yes,0.0,Facebook,JavaScript,Windows,Fewer than 10 employees,Hungary
Respondente_1702,Yes,Yes,11200000.0,Google Hangouts/Chat,C++,Linux-based,"10,000 or more employees",United States
Respondente_1703,Yes,Yes,0.0,Google Hangouts/Chat,C++,Linux-based,Fewer than 10 employees,United Kingdom
Respondente_1704,No,Yes,154156.8,Other chat system ,Java,Windows,20 to 99 employees,Poland
Respondente_1705,Yes,Yes,164505.59999999998,Slack,C,Linux-based,Fewer than 10 employees,France
Respondente_1706,Yes,Yes,342686.39999999997,Confluence,C,Linux-based,20 to 99 employees,France
Respondente_1707,Yes,Yes,254956.8,Other chat system ,C#,Windows,10 to 19 employees,Germany
Respondente_1708,No,No,2240000.0,Confluence,JavaScript,MacOS,"1,000 to 4,999 employees",United States
Respondente_1709,Yes,Yes,107520.0,Office / productivity suite ,Java,MacOS,10 to 19 employees,New Zealand
Respondente_1710,Yes,Yes,0.0,Confluence,JavaScript,MacOS,100 to 499 employees,Russian Federation
Respondente_1711,No,No,134803.19999999998,Office / productivity suite ,Java,MacOS,"1,000 to 4,999 employees",Mexico
Respondente_1712,No,Yes,1866883.2,Confluence,Clojure,Linux-based,"10,000 or more employees",United Kingdom
Respondente_1713,Yes,Yes,392000.0,Google Hangouts/Chat,JavaScript,MacOS,100 to 499 employees,United States
Respondente_1714,No,No,0.0,nan,C,Windows,,United States
Respondente_1715,No,No,75196.79999999999,Office / productivity suite ,JavaScript,Windows,"10,000 or more employees",Indonesia
Respondente_1716,No,Yes,0.0,nan,C,Windows,,India
Respondente_1717,Yes,Yes,287884.8,Office / productivity suite ,C++,Windows,"1,000 to 4,999 employees",Austria
Respondente_1718,Yes,Yes,0.0,nan,JavaScript,MacOS,,Belgium
Respondente_1719,Yes,Yes,201600.0,Jira,Go,MacOS,,Mexico
Respondente_1720,No,Yes,0.0,nan,JavaScript,MacOS,,United States
Respondente_1721,Yes,Yes,51004.799999999996,nan,C#,Linux-based,20 to 99 employees,Greece
Respondente_1722,No,No,328977.6,Confluence,Java,MacOS,10 to 19 employees,Germany
Respondente_1723,No,Yes,5600000.0,Slack,Java,MacOS,"10,000 or more employees",United Kingdom
Respondente_1724,No,No,270552.8,Other chat system ,Java,Windows,20 to 99 employees,Canada
Respondente_1725,No,Yes,0.0,Confluence,C#,Windows,100 to 499 employees,United States
Respondente_1726,Yes,Yes,784000.0,Google Hangouts/Chat,C,Windows,100 to 499 employees,United States
Respondente_1727,Yes,Yes,0.0,nan,C#,Windows,,India
Respondente_1728,No,Yes,0.0,nan,C++,Linux-based,,United States
Respondente_1729,Yes,Yes,70134.4,Google Hangouts/Chat,Java,Linux-based,20 to 99 employees,India
Respondente_1730,No,No,487759.99999999994,Office / productivity suite ,C#,Windows,"5,000 to 9,999 employees",United States
Respondente_1731,No,No,111888.0,Stack Overflow Enterprise,Java,Windows,100 to 499 employees,"Iran, Islamic Republic of..."
Respondente_1732,No,Yes,205609.59999999998,Google Hangouts/Chat,JavaScript,Linux-based,10 to 19 employees,Spain
Respondente_1733,Yes,Yes,5345894.399999999,Confluence,C,Linux-based,100 to 499 employees,France
Respondente_1734,Yes,Yes,191906.4,Google Hangouts/Chat,C#,Windows,"1,000 to 4,999 employees",Italy
Respondente_1735,No,Yes,676200.0,Jira,Groovy,MacOS,100 to 499 employees,United States
Respondente_1736,No,Yes,0.0,Confluence,JavaScript,Linux-based,"1,000 to 4,999 employees",Bulgaria
Respondente_1737,Yes,Yes,644000.0,Google Hangouts/Chat,Go,Linux-based,10 to 19 employees,United States
Respondente_1738,Yes,Yes,0.0,nan,nan,,,Switzerland
Respondente_1739,Yes,Yes,0.0,nan,C,Windows,,India
Respondente_1740,Yes,No,700000.0,Confluence,C#,Windows,"1,000 to 4,999 employees",United States
Respondente_1741,Yes,Yes,530980.7999999999,Confluence,Groovy,MacOS,20 to 99 employees,Sweden
Respondente_1742,No,Yes,0.0,nan,Assembly,,,India
Respondente_1743,No,Yes,0.0,nan,C++,Windows,,United States
Respondente_1744,No,Yes,560000.0,Confluence,C#,Windows,100 to 499 employees,United States
Respondente_1745,Yes,Yes,308000.0,Google Hangouts/Chat,Matlab,Windows,"5,000 to 9,999 employees",Saudi Arabia
Respondente_1746,No,Yes,272249.6,Google Hangouts/Chat,JavaScript,Linux-based,10 to 19 employees,United Kingdom
Respondente_1747,Yes,Yes,0.0,nan,Assembly,Linux-based,"1,000 to 4,999 employees",Belarus
Respondente_1748,No,No,123367.99999999999,Jira,Java,Linux-based,Fewer than 10 employees,Spain
Respondente_1749,Yes,Yes,118876.79999999999,Facebook,Assembly,Windows,20 to 99 employees,Russian Federation
Respondente_1750,Yes,Yes,336000.0,Google Hangouts/Chat,C#,Windows,20 to 99 employees,United States
Respondente_1751,No,Yes,0.0,Trello,Assembly,Windows,20 to 99 employees,Philippines
Respondente_1752,No,Yes,376952.8,Office / productivity suite ,C++,Windows,500 to 999 employees,Germany
Respondente_1753,Yes,Yes,87052.0,Jira,C#,Windows,20 to 99 employees,India
Respondente_1754,Yes,Yes,0.0,Slack,JavaScript,Windows,,Nigeria
Respondente_1755,Yes,No,233990.4,Office / productivity suite ,C#,Windows,Fewer than 10 employees,Singapore
Respondente_1756,No,Yes,178197.59999999998,nan,nan,Windows,100 to 499 employees,Spain
Respondente_1757,Yes,Yes,0.0,Facebook,C#,Linux-based,Fewer than 10 employees,Italy
Respondente_1758,Yes,Yes,642297.6,Confluence,C,Linux-based,20 to 99 employees,France
Respondente_1759,Yes,Yes,0.0,nan,C++,Windows,500 to 999 employees,United Kingdom
Respondente_1760,No,Yes,0.0,nan,Assembly,Linux-based,Fewer than 10 employees,Nepal
Respondente_1761,No,Yes,224000.0,Facebook,C,Windows,Fewer than 10 employees,Israel
Respondente_1762,No,Yes,0.0,nan,nan,,20 to 99 employees,Sweden
Respondente_1763,No,Yes,252559.99999999997,Slack,JavaScript,MacOS,10 to 19 employees,Canada
Respondente_1764,No,Yes,0.0,Slack,Java,MacOS,10 to 19 employees,Israel
Respondente_1765,Yes,Yes,75868.79999999999,Office / productivity suite ,JavaScript,Linux-based,20 to 99 employees,Egypt
Respondente_1766,Yes,Yes,370098.39999999997,Confluence,C,Linux-based,20 to 99 employees,France
Respondente_1767,Yes,Yes,0.0,Other chat system ,C,MacOS,"1,000 to 4,999 employees",Norway
Respondente_1768,No,Yes,263155.2,Office / productivity suite ,C#,Windows,"5,000 to 9,999 employees",Belgium
Respondente_1769,No,Yes,931279.9999999999,Confluence,Assembly,Linux-based,"10,000 or more employees",Hong Kong (S.A.R.)
Respondente_1770,No,No,0.0,Slack,JavaScript,MacOS,,Russian Federation
Respondente_1771,Yes,Yes,560000.0,Confluence,JavaScript,MacOS,100 to 499 employees,United States
Respondente_1772,Yes,No,256905.59999999998,Slack,Assembly,Linux-based,20 to 99 employees,Poland
Respondente_1773,No,No,0.0,nan,Java,,100 to 499 employees,Chile
Respondente_1774,Yes,Yes,11200000.0,Slack,Clojure,Linux-based,10 to 19 employees,United States
Respondente_1775,No,Yes,16665.6,nan,C,Linux-based,,Chile
Respondente_1776,No,Yes,0.0,nan,nan,,,India
Respondente_1777,No,No,0.0,HipChat,C#,Linux-based,10 to 19 employees,Egypt
Respondente_1778,No,Yes,263155.2,Office / productivity suite ,Assembly,Windows,"10,000 or more employees",Germany
Respondente_1779,Yes,Yes,5141740.8,Slack,C,MacOS,20 to 99 employees,Norway
Respondente_1780,No,Yes,0.0,nan,C,Windows,"1,000 to 4,999 employees",Switzerland
Respondente_1781,Yes,Yes,0.0,nan,nan,,100 to 499 employees,India
Respondente_1782,No,Yes,106982.4,Confluence,C,Windows,"1,000 to 4,999 employees",Russian Federation
Respondente_1783,No,No,445491.19999999995,Jira,C++,MacOS,500 to 999 employees,Germany
Respondente_1784,Yes,No,0.0,Google Hangouts/Chat,Delphi/Object Pascal,Windows,100 to 499 employees,Dominican Republic
Respondente_1785,Yes,Yes,348230.39999999997,Jira,C#,Windows,100 to 499 employees,Netherlands
Respondente_1786,No,No,122729.59999999999,Google Hangouts/Chat,JavaScript,MacOS,100 to 499 employees,India
Respondente_1787,Yes,Yes,326704.0,Confluence,Java,MacOS,"1,000 to 4,999 employees",United Kingdom
Respondente_1788,No,Yes,0.0,nan,Java,MacOS,,Ireland
Respondente_1789,No,Yes,448000.0,Confluence,JavaScript,MacOS,20 to 99 employees,United States
Respondente_1790,No,No,616000.0,Office / productivity suite ,TypeScript,Windows,100 to 499 employees,United States
Respondente_1791,No,No,411224.8,Confluence,C,Windows,20 to 99 employees,Germany
Respondente_1792,Yes,Yes,392000.0,Office / productivity suite ,C#,Windows,500 to 999 employees,United States
Respondente_1793,No,Yes,685372.7999999999,Confluence,C,Windows,100 to 499 employees,Germany
Respondente_1794,No,No,327740.0,Google Hangouts/Chat,nan,,Fewer than 10 employees,Japan
Respondente_1795,Yes,Yes,0.0,nan,nan,,500 to 999 employees,Saudi Arabia
Respondente_1796,No,No,237148.8,Confluence,JavaScript,Linux-based,,Poland
Respondente_1797,Yes,Yes,287884.8,Office / productivity suite ,C#,Windows,Fewer than 10 employees,Netherlands
Respondente_1798,Yes,Yes,204635.19999999998,Jira,C++,Windows,20 to 99 employees,New Zealand
Respondente_1799,No,No,219542.4,Jira,C++,Windows,20 to 99 employees,United Arab Emirates
Respondente_1800,No,Yes,0.0,nan,nan,,,United Kingdom
Respondente_1801,No,No,445491.19999999995,Confluence,JavaScript,Windows,20 to 99 employees,Germany
Respondente_1802,Yes,Yes,0.0,Office / productivity suite ,C#,Windows,Fewer than 10 employees,Turkey
Respondente_1803,No,Yes,627200.0,Confluence,Java,MacOS,"10,000 or more employees",United States
Respondente_1804,No,Yes,414652.0,Confluence,Objective-C,MacOS,500 to 999 employees,Germany
Respondente_1805,No,No,0.0,nan,C,Windows,10 to 19 employees,India
Respondente_1806,Yes,Yes,178348.8,Confluence,Groovy,MacOS,100 to 499 employees,Russian Federation
Respondente_1807,No,Yes,10550.4,Jira,C,MacOS,10 to 19 employees,India
Respondente_1808,No,Yes,213942.4,Office / productivity suite ,C#,Windows,100 to 499 employees,United Kingdom
Respondente_1809,Yes,Yes,0.0,nan,C,Windows,,Tunisia
Respondente_1810,No,Yes,364000.0,Facebook,Python,Linux-based,"1,000 to 4,999 employees",United States
Respondente_1811,Yes,Yes,5413900.8,Facebook,Assembly,Windows,,United Kingdom
Respondente_1812,No,Yes,0.0,nan,C,Windows,,Russian Federation
Respondente_1813,Yes,Yes,0.0,nan,C,Windows,"1,000 to 4,999 employees",United States
Respondente_1814,Yes,Yes,18950.399999999998,Facebook,JavaScript,Windows,Fewer than 10 employees,India
Respondente_1815,No,Yes,766561.6,Jira,C#,MacOS,,Canada
Respondente_1816,No,No,0.0,nan,nan,,,Slovakia
Respondente_1817,Yes,Yes,0.0,Confluence,Go,Windows,10 to 19 employees,United States
Respondente_1818,No,Yes,0.0,Confluence,Java,Windows,20 to 99 employees,Mozambique
Respondente_1819,No,Yes,0.0,nan,C++,Windows,,United Kingdom
Respondente_1820,Yes,Yes,0.0,nan,nan,,,Poland
Respondente_1821,No,Yes,34188.0,Stack Overflow Enterprise,C,Windows,,India
Respondente_1822,No,No,0.0,nan,C#,Windows,"1,000 to 4,999 employees",Azerbaijan
Respondente_1823,Yes,Yes,279619.19999999995,Confluence,C,Windows,10 to 19 employees,Germany
Respondente_1824,Yes,Yes,431200.0,Slack,CoffeeScript,MacOS,20 to 99 employees,United States
Respondente_1825,Yes,Yes,237999.99999999997,Facebook,JavaScript,Windows,Fewer than 10 employees,United States
Respondente_1826,Yes,Yes,311147.19999999995,Jira,Python,Linux-based,"10,000 or more employees",United Kingdom
Respondente_1827,No,Yes,0.0,nan,C,Linux-based,,Russian Federation
Respondente_1828,No,Yes,63100.799999999996,Jira,C,Windows,500 to 999 employees,India
Respondente_1829,No,Yes,460588.8,Slack,C#,Windows,"1,000 to 4,999 employees",Denmark
Respondente_1830,Yes,Yes,0.0,nan,Perl,Linux-based,,United States
Respondente_1831,Yes,Yes,292600.0,Office / productivity suite ,C#,Windows,500 to 999 employees,United States
Respondente_1832,No,Yes,35000.0,nan,C,Windows,20 to 99 employees,Sweden
Respondente_1833,No,Yes,0.0,Other chat system ,JavaScript,Windows,10 to 19 employees,Spain
Respondente_1834,No,Yes,571200.0,HipChat,Java,Windows,,United States
Respondente_1835,Yes,Yes,822460.7999999999,Google Hangouts/Chat,Java,Linux-based,,Malaysia
Respondente_1836,Yes,Yes,0.0,nan,Java,,,Peru
Respondente_1837,No,No,0.0,nan,C#,Windows,"5,000 to 9,999 employees",United States
Respondente_1838,No,Yes,0.0,nan,C++,Windows,,India
Respondente_1839,Yes,Yes,644000.0,Google Hangouts/Chat,JavaScript,Linux-based,Fewer than 10 employees,United States
Respondente_1840,No,Yes,0.0,nan,C++,Linux-based,"1,000 to 4,999 employees",Norway
Respondente_1841,No,Yes,448000.0,Confluence,JavaScript,Windows,500 to 999 employees,United States
Respondente_1842,Yes,Yes,3289776.0,Office / productivity suite ,C#,Windows,20 to 99 employees,Germany
Respondente_1843,Yes,Yes,514029.6,Confluence,JavaScript,Linux-based,100 to 499 employees,Germany
Respondente_1844,Yes,Yes,428467.19999999995,Confluence,Java,Linux-based,100 to 499 employees,Norway
Respondente_1845,No,Yes,281825.6,Confluence,Java,Windows,500 to 999 employees,Canada
Respondente_1846,No,No,17539.199999999997,nan,C#,Linux-based,,Indonesia
Respondente_1847,No,Yes,0.0,Jira,Objective-C,MacOS,Fewer than 10 employees,Germany
Respondente_1848,No,Yes,0.0,nan,R,Windows,"1,000 to 4,999 employees",United States
Respondente_1849,Yes,No,93206.4,Confluence,C++,Linux-based,100 to 499 employees,"Iran, Islamic Republic of..."
Respondente_1850,Yes,Yes,0.0,nan,PHP,,100 to 499 employees,India
Respondente_1851,Yes,Yes,102804.79999999999,Slack,C,Linux-based,"10,000 or more employees",Spain
Respondente_1852,No,No,0.0,nan,C#,Windows,100 to 499 employees,Russian Federation
Respondente_1853,Yes,Yes,26275.199999999997,Facebook,Assembly,,20 to 99 employees,India
Respondente_1854,Yes,No,0.0,nan,nan,,,"Venezuela, Bolivarian Republic of..."
Respondente_1855,No,Yes,16800.0,Facebook,JavaScript,Linux-based,,Cambodia
Respondente_1856,No,Yes,80169.59999999999,Office / productivity suite ,C#,MacOS,100 to 499 employees,Indonesia
Respondente_1857,No,Yes,583396.7999999999,Office / productivity suite ,C++,Linux-based,100 to 499 employees,United Kingdom
Respondente_1858,No,Yes,0.0,nan,C#,Windows,100 to 499 employees,Spain
Respondente_1859,No,Yes,0.0,nan,C,Linux-based,"1,000 to 4,999 employees",United States
Respondente_1860,No,Yes,420000.0,Jira,C#,Windows,"10,000 or more employees",United States
Respondente_1861,No,No,0.0,nan,Groovy,MacOS,,United Kingdom
Respondente_1862,No,Yes,0.0,nan,nan,,10 to 19 employees,Germany
Respondente_1863,No,Yes,0.0,nan,nan,,,India
Respondente_1864,No,Yes,0.0,Facebook,C#,Windows,"1,000 to 4,999 employees",Mexico
Respondente_1865,Yes,Yes,267321.6,Confluence,C#,Windows,,Hungary
Respondente_1866,Yes,Yes,0.0,nan,Assembly,Windows,,United Kingdom
Respondente_1867,No,Yes,532000.0,Office / productivity suite ,C#,Windows,100 to 499 employees,United States
Respondente_1868,No,Yes,459199.99999999994,Office / productivity suite ,C#,Windows,100 to 499 employees,United States
Respondente_1869,Yes,Yes,411224.8,Confluence,Groovy,MacOS,100 to 499 employees,Germany
Respondente_1870,No,No,358400.0,Office / productivity suite ,Java,Windows,"10,000 or more employees",United States
Respondente_1871,No,Yes,337209.6,Office / productivity suite ,Go,Windows,"10,000 or more employees",Germany
Respondente_1872,Yes,Yes,672000.0,Confluence,C,Linux-based,"10,000 or more employees",United States
Respondente_1873,Yes,Yes,604598.3999999999,Confluence,Go,MacOS,"1,000 to 4,999 employees",Australia
Respondente_1874,No,Yes,0.0,Confluence,C#,Windows,100 to 499 employees,Netherlands
Respondente_1875,No,Yes,188092.8,Office / productivity suite ,C#,Windows,20 to 99 employees,Australia
Respondente_1876,No,No,130771.2,Jira,C,Linux-based,500 to 999 employees,Russian Federation
Respondente_1877,Yes,Yes,0.0,Slack,C,MacOS,"10,000 or more employees",United States
Respondente_1878,No,No,503999.99999999994,Office / productivity suite ,SQL,Windows,,United States
Respondente_1879,Yes,Yes,0.0,nan,JavaScript,Windows,,United States
Respondente_1880,No,Yes,2833600.0,Confluence,Groovy,MacOS,"10,000 or more employees",United States
Respondente_1881,No,Yes,1891612.7999999998,Google Hangouts/Chat,JavaScript,MacOS,20 to 99 employees,Spain
Respondente_1882,Yes,Yes,166454.4,Confluence,C,Windows,"10,000 or more employees",Russian Federation
Respondente_1883,No,Yes,3158.3999999999996,Slack,Java,MacOS,10 to 19 employees,India
Respondente_1884,Yes,No,532000.0,Google Hangouts/Chat,C,Windows,100 to 499 employees,United States
Respondente_1885,No,Yes,985599.9999999999,Slack,CoffeeScript,MacOS,"1,000 to 4,999 employees",United States
Respondente_1886,Yes,Yes,0.0,nan,nan,,,United States
Respondente_1887,Yes,Yes,1104566.4,Confluence,C,MacOS,,Denmark
Respondente_1888,Yes,Yes,23654.399999999998,Facebook,nan,,100 to 499 employees,India
Respondente_1889,Yes,Yes,168000.0,Confluence,C#,Windows,Fewer than 10 employees,Indonesia
Respondente_1890,No,Yes,53760.0,Google Hangouts/Chat,C++,Windows,20 to 99 employees,Ukraine
Respondente_1891,Yes,Yes,268800.0,Confluence,C,MacOS,500 to 999 employees,Argentina
Respondente_1892,No,Yes,30239.999999999996,Confluence,C,Windows,100 to 499 employees,Turkey
Respondente_1893,No,No,257023.19999999998,Facebook,JavaScript,Windows,20 to 99 employees,Canada
Respondente_1894,Yes,Yes,0.0,nan,Go,Windows,"5,000 to 9,999 employees",United States
Respondente_1895,No,Yes,840000.0,Facebook,JavaScript,MacOS,,United States
